order_id,customer_id,order_status,order_purchase_timestamp,order_delivered_timestamp,order_estimated_delivery_date
ord_01381,cust_0457,canceled,2024-09-03,2024-09-10,2024-09-24
ord_01382,cust_0476,delivered,2024-08-24,2024-09-21,2024-09-13
ord_01383,cust_0372,canceled,2024-09-23,2024-10-05,2024-10-18
ord_01384,cust_0107,canceled,2024-10-11,2024-10-31,2024-10-18
ord_01385,cust_0144,delivered,2024-06-30,2024-07-05,2024-07-11
ord_01386,cust_0432,shipped,2024-06-22,2024-07-07,2024-07-16
ord_01387,cust_0096,delivered,2024-10-19,2024-11-10,2024-11-07
ord_01388,cust_0364,delivered,2024-06-06,2024-07-01,2024-06-23
ord_01389,cust_0255,shipped,2024-05-19,2024-06-04,2024-05-28
ord_01390,cust_0111,canceled,2024-07-09,2024-07-26,2024-07-25
ord_01391,cust_0402,delivered,2024-03-30,2024-04-05,2024-04-17
ord_01392,cust_0260,delivered,2024-04-13,2024-04-18,2024-05-04
ord_01393,cust_0098,canceled,2024-09-04,2024-09-23,2024-09-15
ord_01394,cust_0159,canceled,2024-09-04,2024-09-30,2024-09-27
ord_01395,cust_0421,shipped,2024-03-14,2024-04-10,2024-03-24
ord_01396,cust_0236,processing,2024-04-15,2024-05-11,2024-04-23
ord_01397,cust_0160,delivered,2024-09-24,2024-09-30,2024-10-01
ord_01398,cust_0171,processing,2024-12-17,2025-01-16,2024-12-26
ord_01399,cust_0393,canceled,2024-01-24,2024-01-30,2024-02-16
ord_01400,cust_0328,shipped,2024-01-12,2024-02-02,2024-01-28
ord_01401,cust_0147,canceled,2024-06-13,2024-06-22,2024-06-26
ord_01402,cust_0344,delivered,2024-09-29,2024-10-12,2024-10-20
ord_01403,cust_0141,delivered,2024-05-19,2024-05-26,2024-05-31
ord_01404,cust_0264,delivered,2024-01-08,2024-01-30,2024-02-01
ord_01405,cust_0282,canceled,2024-04-15,2024-05-05,2024-05-03
ord_01406,cust_0294,shipped,2024-05-18,2024-05-25,2024-06-03
ord_01407,cust_0314,canceled,2024-03-28,2024-04-02,2024-04-13
ord_01408,cust_0067,delivered,2024-10-03,2024-10-20,2024-10-11
ord_01409,cust_0055,processing,2024-08-29,2024-09-22,2024-09-06
ord_01410,cust_0201,shipped,2024-01-28,2024-02-02,2024-02-17
ord_01411,cust_0323,processing,2024-12-26,2025-01-17,2025-01-20
ord_01412,cust_0171,shipped,2024-11-11,2024-11-25,2024-11-27
ord_01413,cust_0041,processing,2024-12-09,2025-01-06,2025-01-02
ord_01414,cust_0417,processing,2024-10-17,2024-10-24,2024-10-26
ord_01415,cust_0351,processing,2024-02-19,2024-03-07,2024-03-06
ord_01416,cust_0074,canceled,2024-08-28,2024-09-07,2024-09-11
ord_01417,cust_0359,canceled,2024-07-05,2024-07-20,2024-07-17
ord_01418,cust_0016,delivered,2024-06-15,2024-07-02,2024-07-07
ord_01419,cust_0246,processing,2024-08-31,2024-09-06,2024-09-18
ord_01420,cust_0310,shipped,2024-03-28,2024-04-09,2024-04-15
ord_01421,cust_0419,delivered,2024-09-17,2024-09-23,2024-10-06
ord_01422,cust_0406,canceled,2024-06-15,2024-07-05,2024-06-24
ord_01423,cust_0303,processing,2024-09-29,2024-10-16,2024-10-18
ord_01424,cust_0281,shipped,2024-05-02,2024-05-24,2024-05-16
ord_01425,cust_0175,shipped,2024-09-03,2024-09-18,2024-09-12
ord_01426,cust_0402,processing,2024-12-21,2025-01-11,2025-01-10
ord_01427,cust_0279,shipped,2024-10-17,2024-11-14,2024-11-03
ord_01428,cust_0379,processing,2024-03-29,2024-04-22,2024-04-07
ord_01429,cust_0167,delivered,2024-02-28,2024-03-20,2024-03-20
ord_01430,cust_0490,processing,2024-08-15,2024-08-23,2024-08-31
ord_01431,cust_0351,processing,2024-02-05,2024-02-27,2024-02-15
ord_01432,cust_0047,shipped,2024-06-16,2024-07-04,2024-06-24
ord_01433,cust_0388,shipped,2024-03-12,2024-04-02,2024-03-19
ord_01434,cust_0273,canceled,2024-12-04,2024-12-11,2024-12-25
ord_01435,cust_0229,shipped,2024-07-18,2024-08-09,2024-08-12
ord_01436,cust_0154,canceled,2024-04-15,2024-05-09,2024-05-02
ord_01437,cust_0046,delivered,2024-08-10,2024-09-04,2024-08-28
ord_01438,cust_0434,shipped,2024-11-09,2024-11-28,2024-11-28
ord_01439,cust_0462,delivered,2024-05-30,2024-06-03,2024-06-17
ord_01440,cust_0421,canceled,2024-01-01,2024-01-26,2024-01-25
ord_01441,cust_0444,delivered,2024-02-26,2024-03-27,2024-03-13
ord_01442,cust_0202,canceled,2024-04-30,2024-05-16,2024-05-25
ord_01443,cust_0196,processing,2024-12-30,2025-01-14,2025-01-18
ord_01444,cust_0244,shipped,2024-10-06,2024-10-15,2024-10-18
ord_01445,cust_0432,canceled,2024-04-06,2024-04-26,2024-04-25
ord_01446,cust_0447,shipped,2024-08-01,2024-08-08,2024-08-17
ord_01447,cust_0332,delivered,2024-03-09,2024-03-12,2024-03-18
ord_01448,cust_0337,processing,2024-03-14,2024-04-09,2024-04-05
ord_01449,cust_0329,processing,2024-03-10,2024-03-15,2024-03-21
ord_01450,cust_0320,shipped,2024-08-21,2024-09-18,2024-09-10
ord_01451,cust_0283,processing,2024-08-20,2024-09-08,2024-09-09
ord_01452,cust_0096,processing,2024-07-15,2024-07-29,2024-07-29
ord_01453,cust_0256,shipped,2024-11-05,2024-11-08,2024-11-30
ord_01454,cust_0211,canceled,2024-12-30,2025-01-18,2025-01-14
ord_01455,cust_0248,canceled,2024-01-18,2024-01-22,2024-02-12
ord_01456,cust_0493,delivered,2024-02-27,2024-03-19,2024-03-20
ord_01457,cust_0440,canceled,2024-03-13,2024-04-08,2024-04-05
ord_01458,cust_0268,delivered,2024-08-26,2024-09-14,2024-09-04
ord_01459,cust_0351,canceled,2024-05-05,2024-05-23,2024-05-14
ord_01460,cust_0274,delivered,2024-11-09,2024-11-13,2024-11-26
ord_01461,cust_0464,processing,2024-08-28,2024-09-14,2024-09-20
ord_01462,cust_0216,canceled,2024-10-20,2024-11-15,2024-11-06
ord_01463,cust_0019,canceled,2024-05-30,2024-06-11,2024-06-11
ord_01464,cust_0323,processing,2024-10-15,2024-10-26,2024-10-23
ord_01465,cust_0027,canceled,2024-10-23,2024-10-31,2024-11-17
ord_01466,cust_0249,delivered,2024-11-15,2024-11-18,2024-12-01
ord_01467,cust_0436,canceled,2024-03-05,2024-03-24,2024-03-14
ord_01468,cust_0141,canceled,2024-05-09,2024-05-16,2024-05-24
ord_01469,cust_0310,shipped,2024-01-08,2024-02-03,2024-01-18
ord_01470,cust_0338,processing,2024-10-29,2024-11-24,2024-11-09
ord_01471,cust_0134,shipped,2024-07-08,2024-08-05,2024-07-20
ord_01472,cust_0442,delivered,2024-09-05,2024-09-13,2024-09-28
ord_01473,cust_0305,shipped,2024-06-24,2024-06-29,2024-07-05
ord_01474,cust_0395,processing,2024-09-10,2024-10-07,2024-09-30
ord_01475,cust_0372,shipped,2024-05-01,2024-05-25,2024-05-22
ord_01476,cust_0028,canceled,2024-04-17,2024-05-08,2024-05-05
ord_01477,cust_0238,processing,2024-02-29,2024-03-04,2024-03-12
ord_01478,cust_0383,shipped,2024-08-31,2024-09-12,2024-09-22
ord_01479,cust_0243,canceled,2024-07-13,2024-08-06,2024-08-01
ord_01480,cust_0007,canceled,2024-03-15,2024-04-03,2024-04-04
ord_01481,cust_0493,delivered,2024-08-17,2024-09-01,2024-09-03
ord_01482,cust_0490,processing,2024-02-19,2024-03-10,2024-03-08
ord_01483,cust_0172,canceled,2024-11-08,2024-12-01,2024-11-23
ord_01484,cust_0131,processing,2024-05-16,2024-06-13,2024-05-26
ord_01485,cust_0376,shipped,2024-08-24,2024-09-20,2024-09-07
ord_01486,cust_0161,delivered,2024-09-23,2024-10-06,2024-10-05
ord_01487,cust_0007,processing,2024-12-10,2024-12-13,2024-12-19
ord_01488,cust_0351,processing,2024-02-20,2024-03-10,2024-03-01
ord_01489,cust_0129,shipped,2024-06-28,2024-07-08,2024-07-14
ord_01490,cust_0030,shipped,2024-01-18,2024-01-21,2024-01-27
ord_01491,cust_0363,delivered,2024-11-02,2024-11-25,2024-11-12
ord_01492,cust_0193,shipped,2024-02-14,2024-03-15,2024-02-25
ord_01493,cust_0130,canceled,2024-02-26,2024-03-22,2024-03-09
ord_01494,cust_0328,processing,2024-08-27,2024-09-20,2024-09-05
ord_01495,cust_0355,canceled,2024-05-21,2024-06-17,2024-06-10
ord_01496,cust_0142,delivered,2024-05-11,2024-05-19,2024-05-20
ord_01497,cust_0031,canceled,2024-07-14,2024-07-29,2024-07-31
ord_01498,cust_0036,processing,2024-05-15,2024-05-23,2024-06-05
ord_01499,cust_0092,processing,2024-04-12,2024-05-04,2024-05-01
ord_01500,cust_0394,processing,2024-02-25,2024-03-03,2024-03-20
ord_01501,cust_0468,processing,2024-04-21,2024-05-13,2024-05-01
ord_01502,cust_0038,delivered,2024-05-12,2024-05-18,2024-05-20
ord_01503,cust_0398,processing,2024-10-19,2024-11-14,2024-11-03
ord_01504,cust_0335,delivered,2024-01-10,2024-01-28,2024-01-21
ord_01505,cust_0137,shipped,2024-01-20,2024-02-13,2024-02-08
ord_01506,cust_0295,delivered,2024-12-24,2025-01-06,2025-01-12
ord_01507,cust_0245,processing,2024-09-20,2024-10-15,2024-10-12
ord_01508,cust_0277,shipped,2024-07-25,2024-08-24,2024-08-03
ord_01509,cust_0063,canceled,2024-01-02,2024-01-17,2024-01-24
ord_01510,cust_0206,delivered,2024-06-19,2024-07-13,2024-07-05
ord_01511,cust_0188,canceled,2024-11-19,2024-12-12,2024-11-28
ord_01512,cust_0390,canceled,2024-02-11,2024-03-11,2024-03-03
ord_01513,cust_0284,delivered,2024-11-27,2024-12-06,2024-12-09
ord_01514,cust_0154,processing,2024-07-15,2024-08-08,2024-07-28
ord_01515,cust_0250,delivered,2024-02-24,2024-03-18,2024-03-13
ord_01516,cust_0072,delivered,2024-11-19,2024-12-06,2024-12-02
ord_01517,cust_0123,processing,2024-04-08,2024-04-11,2024-05-03
ord_01518,cust_0330,canceled,2024-07-18,2024-07-23,2024-08-11
ord_01519,cust_0495,delivered,2024-09-12,2024-10-02,2024-10-03
ord_01520,cust_0173,delivered,2024-01-19,2024-02-01,2024-01-27
ord_01521,cust_0414,processing,2024-07-26,2024-08-01,2024-08-08
ord_01522,cust_0077,shipped,2024-12-13,2025-01-12,2025-01-06
ord_01523,cust_0251,delivered,2024-02-06,2024-02-10,2024-02-17
ord_01524,cust_0125,shipped,2024-08-29,2024-09-20,2024-09-06
ord_01525,cust_0464,canceled,2024-01-08,2024-01-16,2024-01-16
ord_01526,cust_0428,delivered,2024-02-19,2024-03-07,2024-03-02
ord_01527,cust_0305,shipped,2024-02-24,2024-03-01,2024-03-17
ord_01528,cust_0219,canceled,2024-02-02,2024-03-01,2024-02-15
ord_01529,cust_0062,shipped,2024-12-13,2024-12-28,2024-12-30
ord_01530,cust_0392,delivered,2024-06-13,2024-07-12,2024-06-26
ord_01531,cust_0033,delivered,2024-10-30,2024-11-07,2024-11-16
ord_01532,cust_0087,canceled,2024-05-20,2024-05-27,2024-06-09
ord_01533,cust_0125,delivered,2024-10-10,2024-10-18,2024-10-31
ord_01534,cust_0399,shipped,2024-03-09,2024-03-15,2024-03-28
ord_01535,cust_0004,delivered,2024-01-09,2024-01-27,2024-01-18
ord_01536,cust_0455,canceled,2024-04-01,2024-04-06,2024-04-26
ord_01537,cust_0355,shipped,2024-08-01,2024-08-26,2024-08-23
ord_01538,cust_0268,processing,2024-04-15,2024-04-22,2024-04-30
ord_01539,cust_0313,delivered,2024-07-29,2024-08-08,2024-08-10
ord_01540,cust_0314,delivered,2024-11-01,2024-11-09,2024-11-23
ord_01541,cust_0179,processing,2024-11-17,2024-12-16,2024-12-03
ord_01542,cust_0099,delivered,2024-01-03,2024-01-23,2024-01-17
ord_01543,cust_0442,shipped,2024-09-28,2024-10-04,2024-10-16
ord_01544,cust_0142,delivered,2024-08-25,2024-09-21,2024-09-07
ord_01545,cust_0351,processing,2024-04-09,2024-04-15,2024-04-20
ord_01546,cust_0344,delivered,2024-09-11,2024-09-19,2024-09-23
ord_01547,cust_0146,shipped,2024-01-28,2024-02-20,2024-02-15
ord_01548,cust_0316,processing,2024-08-10,2024-08-21,2024-08-27
ord_01549,cust_0474,shipped,2024-01-23,2024-01-29,2024-01-31
ord_01550,cust_0249,delivered,2024-03-21,2024-04-18,2024-03-28
ord_01551,cust_0304,canceled,2024-02-06,2024-02-16,2024-02-27
ord_01552,cust_0118,delivered,2024-08-02,2024-08-11,2024-08-19
ord_01553,cust_0122,processing,2024-06-15,2024-06-25,2024-06-25
ord_01554,cust_0038,processing,2024-04-12,2024-04-27,2024-04-26
ord_01555,cust_0456,processing,2024-10-26,2024-11-13,2024-11-03
ord_01556,cust_0092,processing,2024-03-15,2024-03-24,2024-04-05
ord_01557,cust_0369,shipped,2024-07-10,2024-07-17,2024-07-31
ord_01558,cust_0104,canceled,2024-11-19,2024-12-03,2024-12-04
ord_01559,cust_0031,canceled,2024-03-06,2024-03-10,2024-03-31
ord_01560,cust_0235,processing,2024-03-10,2024-03-16,2024-03-31
ord_01561,cust_0113,canceled,2024-03-28,2024-04-24,2024-04-14
ord_01562,cust_0296,shipped,2024-11-05,2024-11-13,2024-11-17
ord_01563,cust_0251,shipped,2024-02-14,2024-03-01,2024-03-08
ord_01564,cust_0143,delivered,2024-10-29,2024-11-16,2024-11-19
ord_01565,cust_0127,canceled,2024-08-07,2024-09-02,2024-08-21
ord_01566,cust_0457,shipped,2024-08-10,2024-08-31,2024-08-24
ord_01567,cust_0023,delivered,2024-10-20,2024-10-23,2024-11-09
ord_01568,cust_0018,processing,2024-08-28,2024-09-23,2024-09-20
ord_01569,cust_0415,delivered,2024-09-28,2024-10-13,2024-10-20
ord_01570,cust_0043,delivered,2024-08-19,2024-09-06,2024-09-02
ord_01571,cust_0487,shipped,2024-12-20,2025-01-15,2025-01-09
ord_01572,cust_0123,delivered,2024-03-08,2024-03-22,2024-03-24
ord_01573,cust_0083,processing,2024-01-09,2024-01-27,2024-01-25
ord_01574,cust_0013,processing,2024-10-19,2024-11-14,2024-11-13
ord_01575,cust_0448,processing,2024-08-25,2024-09-21,2024-09-05
ord_01576,cust_0321,processing,2024-04-04,2024-05-02,2024-04-22
ord_01577,cust_0441,delivered,2024-12-26,2025-01-18,2025-01-02
ord_01578,cust_0272,delivered,2024-07-16,2024-08-10,2024-08-02
ord_01579,cust_0358,shipped,2024-05-31,2024-06-16,2024-06-15
ord_01580,cust_0377,delivered,2024-12-16,2024-12-21,2025-01-02
ord_01581,cust_0455,delivered,2024-09-20,2024-10-14,2024-10-08
ord_01582,cust_0239,delivered,2024-02-26,2024-03-12,2024-03-15
ord_01583,cust_0332,delivered,2024-07-06,2024-07-20,2024-07-18
ord_01584,cust_0071,canceled,2024-10-14,2024-11-08,2024-10-27
ord_01585,cust_0333,processing,2024-05-02,2024-05-22,2024-05-12
ord_01586,cust_0386,shipped,2024-10-24,2024-11-23,2024-11-06
ord_01587,cust_0258,processing,2024-06-13,2024-06-27,2024-06-28
ord_01588,cust_0191,canceled,2024-05-21,2024-05-25,2024-05-30
ord_01589,cust_0270,delivered,2024-08-19,2024-09-06,2024-09-11
ord_01590,cust_0348,canceled,2024-08-28,2024-09-22,2024-09-21
ord_01591,cust_0410,delivered,2024-08-19,2024-09-10,2024-09-06
ord_01592,cust_0042,processing,2024-04-06,2024-04-23,2024-04-15
ord_01593,cust_0056,shipped,2024-04-01,2024-04-13,2024-04-10
ord_01594,cust_0255,shipped,2024-05-21,2024-05-27,2024-06-01
ord_01595,cust_0151,processing,2024-04-14,2024-05-03,2024-04-21
ord_01596,cust_0243,canceled,2024-12-15,2025-01-04,2024-12-26
ord_01597,cust_0150,shipped,2024-08-03,2024-08-20,2024-08-10
ord_01598,cust_0428,canceled,2024-02-02,2024-02-05,2024-02-16
ord_01599,cust_0336,canceled,2024-07-29,2024-08-19,2024-08-15
ord_01600,cust_0432,processing,2024-09-05,2024-09-26,2024-09-28
ord_01601,cust_0068,canceled,2024-08-22,2024-09-03,2024-09-16
ord_01602,cust_0117,processing,2024-03-28,2024-04-25,2024-04-12
ord_01603,cust_0076,canceled,2024-07-09,2024-07-21,2024-07-17
ord_01604,cust_0317,shipped,2024-05-25,2024-06-11,2024-06-06
ord_01605,cust_0094,shipped,2024-12-30,2025-01-19,2025-01-15
ord_01606,cust_0083,shipped,2024-12-28,2025-01-22,2025-01-08
ord_01607,cust_0295,shipped,2024-02-29,2024-03-04,2024-03-17
ord_01608,cust_0095,shipped,2024-08-13,2024-08-24,2024-08-31
ord_01609,cust_0341,canceled,2024-10-14,2024-11-08,2024-10-22
ord_01610,cust_0230,shipped,2024-06-25,2024-07-02,2024-07-13
ord_01611,cust_0472,delivered,2024-09-30,2024-10-12,2024-10-10
ord_01612,cust_0486,processing,2024-07-26,2024-08-13,2024-08-06
ord_01613,cust_0497,canceled,2024-06-12,2024-06-19,2024-06-19
ord_01614,cust_0243,canceled,2024-11-27,2024-12-22,2024-12-13
ord_01615,cust_0410,processing,2024-10-20,2024-11-13,2024-10-31
ord_01616,cust_0375,processing,2024-06-22,2024-07-17,2024-07-02
ord_01617,cust_0060,canceled,2024-01-21,2024-01-28,2024-02-14
ord_01618,cust_0229,canceled,2024-01-13,2024-01-28,2024-01-27
ord_01619,cust_0312,shipped,2024-02-17,2024-03-01,2024-02-25
ord_01620,cust_0401,canceled,2024-10-25,2024-11-13,2024-11-08
ord_01621,cust_0276,processing,2024-04-10,2024-04-13,2024-04-19
ord_01622,cust_0500,processing,2024-12-12,2025-01-05,2024-12-21
ord_01623,cust_0309,delivered,2024-04-09,2024-04-27,2024-04-26
ord_01624,cust_0076,processing,2024-12-07,2024-12-21,2024-12-26
ord_01625,cust_0007,canceled,2024-07-08,2024-07-23,2024-07-26
ord_01626,cust_0229,delivered,2024-06-25,2024-07-09,2024-07-11
ord_01627,cust_0380,processing,2024-04-20,2024-05-16,2024-05-11
ord_01628,cust_0413,processing,2024-08-14,2024-08-26,2024-08-26
ord_01629,cust_0307,delivered,2024-07-31,2024-08-07,2024-08-25
ord_01630,cust_0244,canceled,2024-03-14,2024-03-23,2024-03-30
ord_01631,cust_0046,delivered,2024-02-03,2024-02-24,2024-02-22
ord_01632,cust_0213,shipped,2024-07-28,2024-08-20,2024-08-12
ord_01633,cust_0387,shipped,2024-10-11,2024-10-28,2024-11-05
ord_01634,cust_0149,processing,2024-04-12,2024-04-20,2024-05-01
ord_01635,cust_0428,canceled,2024-01-22,2024-02-20,2024-02-07
ord_01636,cust_0115,delivered,2024-09-09,2024-09-29,2024-09-30
ord_01637,cust_0154,processing,2024-01-02,2024-01-09,2024-01-17
ord_01638,cust_0214,shipped,2024-03-04,2024-03-27,2024-03-20
ord_01639,cust_0015,delivered,2024-09-08,2024-10-03,2024-09-22
ord_01640,cust_0307,canceled,2024-05-21,2024-06-08,2024-05-30
ord_01641,cust_0224,canceled,2024-10-24,2024-11-11,2024-11-18
ord_01642,cust_0499,delivered,2024-11-17,2024-12-11,2024-12-09
ord_01643,cust_0009,canceled,2024-07-10,2024-07-29,2024-08-04
ord_01644,cust_0075,canceled,2024-03-24,2024-04-14,2024-04-01
ord_01645,cust_0183,shipped,2024-08-24,2024-09-18,2024-09-04
ord_01646,cust_0215,canceled,2024-01-28,2024-02-08,2024-02-15
ord_01647,cust_0272,delivered,2024-01-25,2024-02-06,2024-02-10
ord_01648,cust_0392,delivered,2024-09-20,2024-09-29,2024-10-02
ord_01649,cust_0279,canceled,2024-11-02,2024-11-29,2024-11-14
ord_01650,cust_0139,canceled,2024-06-10,2024-07-09,2024-06-26
ord_01651,cust_0181,shipped,2024-02-19,2024-03-10,2024-03-15
ord_01652,cust_0145,canceled,2024-01-07,2024-01-14,2024-01-30
ord_01653,cust_0472,shipped,2024-09-05,2024-09-21,2024-09-22
ord_01654,cust_0258,shipped,2024-02-22,2024-03-02,2024-03-04
ord_01655,cust_0315,delivered,2024-04-06,2024-05-04,2024-04-30
ord_01656,cust_0060,shipped,2024-08-01,2024-08-18,2024-08-10
ord_01657,cust_0160,canceled,2024-01-09,2024-01-27,2024-01-27
ord_01658,cust_0456,canceled,2024-03-12,2024-04-10,2024-04-02
ord_01659,cust_0015,delivered,2024-03-29,2024-04-23,2024-04-14
ord_01660,cust_0353,shipped,2024-04-23,2024-04-30,2024-05-04
ord_01661,cust_0067,delivered,2024-06-06,2024-06-13,2024-06-19
ord_01662,cust_0040,delivered,2024-08-05,2024-08-30,2024-08-15
ord_01663,cust_0022,shipped,2024-09-04,2024-10-01,2024-09-24
ord_01664,cust_0304,delivered,2024-02-25,2024-02-29,2024-03-19
ord_01665,cust_0023,delivered,2024-08-28,2024-09-03,2024-09-12
ord_01666,cust_0387,delivered,2024-06-03,2024-06-27,2024-06-10
ord_01667,cust_0301,shipped,2024-03-04,2024-03-26,2024-03-17
ord_01668,cust_0015,delivered,2024-04-04,2024-04-28,2024-04-22
ord_01669,cust_0486,canceled,2024-03-15,2024-04-14,2024-03-30
ord_01670,cust_0400,shipped,2024-06-29,2024-07-07,2024-07-22
ord_01671,cust_0051,delivered,2024-09-15,2024-10-06,2024-09-24
ord_01672,cust_0494,canceled,2024-09-27,2024-10-06,2024-10-10
ord_01673,cust_0003,delivered,2024-03-28,2024-04-24,2024-04-21
ord_01674,cust_0188,shipped,2024-04-19,2024-05-08,2024-05-11
ord_01675,cust_0093,canceled,2024-08-13,2024-09-06,2024-08-23
ord_01676,cust_0264,shipped,2024-07-13,2024-07-29,2024-07-26
ord_01677,cust_0064,processing,2024-07-27,2024-08-02,2024-08-13
ord_01678,cust_0254,canceled,2024-02-26,2024-03-16,2024-03-08
ord_01679,cust_0370,delivered,2024-12-26,2025-01-07,2025-01-19
ord_01680,cust_0060,processing,2024-02-12,2024-02-25,2024-03-05
ord_01681,cust_0352,processing,2024-05-25,2024-06-11,2024-06-10
ord_01682,cust_0149,processing,2024-04-25,2024-05-15,2024-05-15
ord_01683,cust_0459,processing,2024-04-06,2024-05-06,2024-04-15
ord_01684,cust_0007,processing,2024-12-13,2024-12-27,2024-12-25
ord_01685,cust_0225,delivered,2024-12-10,2024-12-16,2024-12-29
ord_01686,cust_0206,delivered,2024-03-02,2024-03-09,2024-03-21
ord_01687,cust_0500,shipped,2024-03-27,2024-04-01,2024-04-14
ord_01688,cust_0063,shipped,2024-06-22,2024-07-01,2024-07-11
ord_01689,cust_0143,canceled,2024-08-05,2024-08-31,2024-08-27
ord_01690,cust_0244,processing,2024-11-25,2024-12-10,2024-12-13
ord_01691,cust_0076,processing,2024-09-05,2024-09-24,2024-09-20
ord_01692,cust_0251,processing,2024-02-25,2024-03-02,2024-03-11
ord_01693,cust_0016,delivered,2024-04-28,2024-05-21,2024-05-09
ord_01694,cust_0256,delivered,2024-01-28,2024-02-26,2024-02-06
ord_01695,cust_0079,canceled,2024-04-01,2024-04-16,2024-04-18
ord_01696,cust_0390,delivered,2024-11-14,2024-12-06,2024-11-24
ord_01697,cust_0393,processing,2024-12-04,2024-12-31,2024-12-27
ord_01698,cust_0339,processing,2024-08-26,2024-09-04,2024-09-11
ord_01699,cust_0278,canceled,2024-09-08,2024-09-27,2024-09-23
ord_01700,cust_0488,delivered,2024-10-03,2024-10-23,2024-10-10
ord_01701,cust_0231,canceled,2024-08-08,2024-08-14,2024-08-27
ord_01702,cust_0019,delivered,2024-07-11,2024-07-28,2024-08-01
ord_01703,cust_0453,shipped,2024-03-31,2024-04-20,2024-04-16
ord_01704,cust_0160,processing,2024-09-08,2024-09-24,2024-09-19
ord_01705,cust_0292,processing,2024-09-06,2024-10-03,2024-09-16
ord_01706,cust_0293,processing,2024-12-03,2024-12-23,2024-12-27
ord_01707,cust_0260,delivered,2024-08-31,2024-09-20,2024-09-12
ord_01708,cust_0303,processing,2024-07-19,2024-07-30,2024-08-10
ord_01709,cust_0393,canceled,2024-11-11,2024-12-05,2024-11-29
ord_01710,cust_0303,delivered,2024-06-13,2024-06-17,2024-06-20
ord_01711,cust_0179,delivered,2024-03-06,2024-04-04,2024-03-24
ord_01712,cust_0050,processing,2024-11-16,2024-11-29,2024-12-05
ord_01713,cust_0180,delivered,2024-06-25,2024-07-09,2024-07-15
ord_01714,cust_0121,canceled,2024-12-04,2024-12-14,2024-12-18
ord_01715,cust_0445,canceled,2024-10-30,2024-11-04,2024-11-08
ord_01716,cust_0011,canceled,2024-02-28,2024-03-12,2024-03-11
ord_01717,cust_0291,processing,2024-01-20,2024-02-06,2024-02-09
ord_01718,cust_0302,delivered,2024-05-16,2024-05-19,2024-06-07
ord_01719,cust_0200,canceled,2024-06-11,2024-06-26,2024-07-06
ord_01720,cust_0052,shipped,2024-10-20,2024-10-26,2024-11-11
ord_01721,cust_0416,canceled,2024-06-21,2024-07-09,2024-07-14
ord_01722,cust_0187,processing,2024-03-26,2024-04-17,2024-04-11
ord_01723,cust_0431,shipped,2024-04-13,2024-05-01,2024-04-22
ord_01724,cust_0153,processing,2024-05-27,2024-06-07,2024-06-04
ord_01725,cust_0368,delivered,2024-04-25,2024-05-17,2024-05-04
ord_01726,cust_0035,processing,2024-10-30,2024-11-12,2024-11-14
ord_01727,cust_0408,delivered,2024-08-06,2024-08-15,2024-08-24
ord_01728,cust_0259,canceled,2024-11-29,2024-12-28,2024-12-15
ord_01729,cust_0161,shipped,2024-08-09,2024-09-02,2024-09-02
ord_01730,cust_0320,processing,2024-07-31,2024-08-15,2024-08-15
ord_01731,cust_0093,delivered,2024-12-09,2025-01-05,2025-01-02
ord_01732,cust_0442,shipped,2024-11-17,2024-12-12,2024-12-10
ord_01733,cust_0339,processing,2024-10-22,2024-11-09,2024-11-04
ord_01734,cust_0415,processing,2024-05-17,2024-06-09,2024-06-10
ord_01735,cust_0268,shipped,2024-10-16,2024-11-11,2024-10-24
ord_01736,cust_0124,shipped,2024-07-05,2024-07-22,2024-07-16
ord_01737,cust_0433,processing,2024-12-16,2025-01-12,2025-01-01
ord_01738,cust_0325,shipped,2024-07-29,2024-08-11,2024-08-07
ord_01739,cust_0331,shipped,2024-07-30,2024-08-10,2024-08-15
ord_01740,cust_0208,shipped,2024-05-11,2024-06-04,2024-05-25
ord_01741,cust_0015,shipped,2024-02-28,2024-03-06,2024-03-12
ord_01742,cust_0287,processing,2024-06-07,2024-06-24,2024-06-29
ord_01743,cust_0104,shipped,2024-08-04,2024-08-27,2024-08-12
ord_01744,cust_0133,canceled,2024-05-19,2024-05-26,2024-05-26
ord_01745,cust_0330,delivered,2024-12-03,2024-12-23,2024-12-15
ord_01746,cust_0029,delivered,2024-09-05,2024-10-03,2024-09-12
ord_01747,cust_0444,delivered,2024-06-09,2024-07-01,2024-06-25
ord_01748,cust_0204,shipped,2024-07-27,2024-08-10,2024-08-05
ord_01749,cust_0377,delivered,2024-04-30,2024-05-06,2024-05-25
ord_01750,cust_0487,canceled,2024-09-24,2024-10-18,2024-10-19
ord_01751,cust_0308,delivered,2024-09-11,2024-09-16,2024-09-25
ord_01752,cust_0378,processing,2024-06-09,2024-06-22,2024-07-04
ord_01753,cust_0074,delivered,2024-04-30,2024-05-16,2024-05-13
ord_01754,cust_0226,processing,2024-03-30,2024-04-08,2024-04-14
ord_01755,cust_0029,processing,2024-05-10,2024-06-09,2024-06-04
ord_01756,cust_0163,processing,2024-09-30,2024-10-14,2024-10-10
ord_01757,cust_0494,canceled,2024-08-31,2024-09-24,2024-09-14
ord_01758,cust_0367,canceled,2024-03-15,2024-03-29,2024-04-06
ord_01759,cust_0431,delivered,2024-06-06,2024-06-09,2024-06-14
